repository_id,repository_name,full_name,owner_username,owner_type,repository_url,description,primary_language,created_at,updated_at,pushed_at,size_kb,stars_count,watchers_count,forks_count,open_issues_count,default_branch,topics,license_name,homepage,has_issues,has_projects,has_wiki,has_pages,is_fork,is_archived,is_disabled,visibility,repository_age_days,days_since_update,days_since_last_push,created_year,created_month,updated_year,size_mb,repository_type,has_description,activity_status,popularity_score,analysis_as_of_date,has_license,fork_to_star_ratio,issues_per_1000_stars
114778979,awesome-TS-anomaly-detection,rob-med/awesome-TS-anomaly-detection,rob-med,User,https://github.com/rob-med/awesome-TS-anomaly-detection,List of tools & datasets for anomaly detection on time-series data.,Not Specified,2017-12-19 15:05:20+00:00,2026-09-08 07:30:17+00:00,2024-10-21 16:22:32+00:00,144,3163,3163,463,6,master,"anomaly-detection, awesome-list, data-analysis, data-mining, machine-learning, outlier-detection, temporal-data, time-series",No License,Not Available,True,True,True,False,False,False,False,public,3191,6,693,2017,December,2026,0.14,Original,Yes,Inactive,4089,2026-09-15T00:00:00+00:00,No,0.1464,1.9
290879784,igel,nidhaloff/igel,nidhaloff,User,https://github.com/nidhaloff/igel,"a delightful machine learning tool that allows you to train, test, and use models without writing code",Python,2020-08-27 20:54:59+00:00,2026-08-21 00:30:15+00:00,2025-12-07 18:25:00+00:00,19593,3138,3138,210,18,master,"artificial-intelligence, automation, automl, automl-experiments, data-analysis, data-science, hacktoberfest, hacktoberfest2021, machine-learning, machine-learning-algorithms, machine-learning-library, machinelearning, neural-network, neural-networks, preprocessing, scikit-learn, scikitlearn-machine-learning, sklearn",MIT License,https://igel.readthedocs.io/en/latest/,True,True,True,False,False,False,False,public,2209,24,281,2020,August,2026,19.13,Original,Yes,Moderately Active,3558,2026-09-15T00:00:00+00:00,Yes,0.0669,5.74
384111310,devlake,apache/devlake,apache,Organization,https://github.com/apache/devlake,"Apache DevLake is an open-source dev data platform to ingest, analyze, and visualize the fragmented data from DevOps tools, extracting insights for engineering excellence, developer experience, and community growth.",Go,2021-07-08 12:06:09+00:00,2026-09-08 17:54:39+00:00,2026-09-07 18:02:03+00:00,64391,3132,3132,807,47,main,"dashboard-friendly, data, data-analysis, data-engineering, data-integration, data-transfers, devops, domain-layer, dora, etl, golang, hacktoberfest, integration, jira, open-source, user-friendly",Apache License 2.0,https://devlake.apache.org/,True,False,False,False,False,False,False,public,1894,6,7,2021,July,2026,62.88,Original,Yes,Active,4746,2026-09-15T00:00:00+00:00,Yes,0.2577,15.01
194002712,Financial-Knowledge-Graphs,jm199504/Financial-Knowledge-Graphs,jm199504,User,https://github.com/jm199504/Financial-Knowledge-Graphs,小型金融知识图谱构建流程（neo4j / python / cypher / KG）,Jupyter Notebook,2019-06-27 01:39:14+00:00,2026-09-05 10:42:39+00:00,2024-07-07 12:38:04+00:00,18215,3129,3129,568,10,master,"cypher, data-analysis, graph-database, neo4j, python",No License,Not Available,True,True,True,False,False,False,False,public,2636,9,799,2019,June,2026,17.79,Original,Yes,Inactive,4265,2026-09-15T00:00:00+00:00,No,0.1815,3.2
262600128,sweetviz,fbdesignpro/sweetviz,fbdesignpro,User,https://github.com/fbdesignpro/sweetviz,"Visualize and compare datasets, target values and associations, with one line of code.",Python,2020-05-09 15:25:47+00:00,2026-09-08 01:55:52+00:00,2026-04-11 19:21:12+00:00,16036,3125,3125,286,41,master,"data-analysis, data-exploration, data-profiling, data-science, data-visualization, eda, exploration, exploratory-data-analysis, machine-learning, pandas, pandas-dataframe, python, statistics",MIT License,Not Available,True,True,True,True,False,False,False,public,2319,6,156,2020,May,2026,15.66,Original,Yes,Active,3697,2026-09-15T00:00:00+00:00,Yes,0.0915,13.12
93925242,xlearn,aksnzhy/xlearn,aksnzhy,User,https://github.com/aksnzhy/xlearn,"High performance, easy-to-use, and scalable machine learning (ML) package, including linear model (LR), factorization machines (FM), and field-aware factorization machines (FFM) for Python and CLI interface.",C++,2017-06-10 08:09:31+00:00,2026-09-02 09:11:02+00:00,2023-08-28 05:14:10+00:00,11184,3089,3089,516,194,master,"data-analysis, data-science, factorization-machines, ffm, fm, machine-learning, statistics",Apache License 2.0,https://xlearn-doc.readthedocs.io/en/latest/index.html,True,True,True,False,False,False,False,public,3383,12,1113,2017,June,2026,10.92,Original,Yes,Inactive,4121,2026-09-15T00:00:00+00:00,Yes,0.167,62.8
46631797,100-pandas-puzzles,ajcr/100-pandas-puzzles,ajcr,User,https://github.com/ajcr/100-pandas-puzzles,"100 data puzzles for pandas, ranging from short and simple to super tricky (60% complete)",Jupyter Notebook,2015-11-21 20:09:52+00:00,2026-09-08 13:25:09+00:00,2024-07-10 16:50:05+00:00,168,3026,3026,4010,36,master,"data-analysis, numpy, pandas, python",MIT License,Not Available,True,True,True,False,False,False,False,public,3950,6,796,2015,November,2026,0.16,Original,Yes,Inactive,11046,2026-09-15T00:00:00+00:00,Yes,1.3252,11.9
1066509034,deepnote,deepnote/deepnote,deepnote,Organization,https://github.com/deepnote/deepnote,"Deepnote is a drop-in replacement for Jupyter with an AI-first design, sleek UI, new blocks, and native data integrations. Use Python, R, and SQL locally in your favorite IDE, then scale to Deepnote cloud for real-time collaboration, Deepnote agent, and deployable data apps. https://deepnote.com/",TypeScript,2025-09-29 15:24:25+00:00,2026-09-08 20:46:59+00:00,2026-09-08 23:12:42+00:00,119060,3005,3005,198,36,main,"artificial-intelligence, data, data-analysis, data-science, data-visualization, deepnote, eda, jupyter, jupyterhub, jupyterlab, machine-learning, notebooks, python, r, sql",Apache License 2.0,https://deepnote.com/?utm_source=github&utm_medium=github&utm_campaign=github&utm_content=readme_main,True,False,False,False,False,False,False,public,350,6,6,2025,September,2026,116.27,Original,Yes,Active,3401,2026-09-15T00:00:00+00:00,Yes,0.0659,11.98
108669343,DataFrame,hosseinmoein/DataFrame,hosseinmoein,User,https://github.com/hosseinmoein/DataFrame,"C++ DataFrame for statistical, financial, and ML analysis in modern C++",C++,2017-10-28 17:25:45+00:00,2026-09-07 18:10:49+00:00,2026-09-05 19:34:33+00:00,51809,2982,2982,360,1,master,"ai, cpp, data-analysis, data-science, dataframe, financial-data-analysis, financial-engineering, large-data, machine-learning, multidimensional-data, numerical-analysis, statistical, statistical-analysis, tensor, tensorboard, trading-algorithms, trading-strategies","BSD 3-Clause ""New"" or ""Revised"" License",https://hosseinmoein.github.io/DataFrame/,True,True,True,True,False,False,False,public,3243,7,9,2017,October,2026,50.59,Original,Yes,Active,3702,2026-09-15T00:00:00+00:00,Yes,0.1207,0.34
376124046,datastation,multiprocessio/datastation,multiprocessio,Organization,https://github.com/multiprocessio/datastation,"App to easily query, script, and visualize data from every database, file, and API.",TypeScript,2021-06-11 19:29:06+00:00,2026-08-28 20:35:26+00:00,2023-11-10 18:44:29+00:00,162412,2954,2954,112,38,main,"apache2, cockroachdb, data-analysis, data-visualization, database, julia, log-analysis, mariadb, mysql, nginx, nodejs, postgresql, python, rstats, ruby, sql, sql-editor, sql-server, sqlite3, syslog",Other,https://datastation.multiprocess.io,True,True,True,False,False,False,False,public,1921,17,1039,2021,June,2026,158.61,Original,Yes,Inactive,3178,2026-09-15T00:00:00+00:00,Yes,0.0379,12.86
436466520,rill,rilldata/rill,rilldata,Organization,https://github.com/rilldata/rill,The fastest business intelligence tool for humans and agents.,Go,2021-12-09 03:10:31+00:00,2026-09-08 16:00:07+00:00,2026-09-09 07:01:50+00:00,642814,2873,2873,199,212,main,"ai, ai-chatbot, bi, business-analytics, csv, data, data-analysis, data-visualization, dataviz, duckdb, gen-ai, golang, parquet, parquet-tools, parquet-viewer, s3, sql, sql-editor, sveltekit",Apache License 2.0,https://www.rilldata.com,True,True,True,False,False,False,False,public,1740,6,5,2021,December,2026,627.75,Original,Yes,Active,3271,2026-09-15T00:00:00+00:00,Yes,0.0693,73.79
481901631,secretflow,secretflow/secretflow,secretflow,Organization,https://github.com/secretflow/secretflow,A unified framework for privacy-preserving data analysis and machine learning,Python,2022-04-15 09:07:44+00:00,2026-09-09 03:48:32+00:00,2026-04-24 07:57:55+00:00,210786,2707,2707,470,92,main,"confidential-computing, data-analysis, differential-privacy, federated-learning, homomorphic-encryption, machine-learning, privacy-preserving, private-set-intersection, secure-multiparty-computation, split-learning, trusted-execution-environment",Apache License 2.0,https://www.secretflow.org.cn/docs/secretflow/en/,True,True,True,False,False,False,False,public,1613,5,143,2022,April,2026,205.85,Original,Yes,Active,3647,2026-09-15T00:00:00+00:00,Yes,0.1736,33.99
148087762,evadb,georgia-tech-db/evadb,georgia-tech-db,Organization,https://github.com/georgia-tech-db/evadb,Database system for AI-powered apps,Python,2018-09-10 02:26:03+00:00,2026-08-30 14:54:24+00:00,2024-05-17 16:33:06+00:00,162703,2672,2672,258,142,staging,"agent, ai, auto-gpt, chatgpt, data-analysis, database, eva, gpt-4, gpt4all, hacktoberfest, huggingface, labeling, langchain, llm, object-detection, serving, video-analytics",Apache License 2.0,https://evadb.readthedocs.io/en/stable/,True,True,True,True,False,True,False,public,2926,15,850,2018,September,2026,158.89,Original,Yes,Inactive,3188,2026-09-15T00:00:00+00:00,Yes,0.0966,53.14
450188582,mito,mito-ds/mito,mito-ds,Organization,https://github.com/mito-ds/mito,"Jupyter extensions that help you write code faster: Context aware AI Chat, Autocomplete, and Spreadsheet",Jupyter Notebook,2022-01-20 17:13:19+00:00,2026-09-05 21:13:54+00:00,2026-07-21 19:36:01+00:00,398730,2646,2646,206,293,dev,"ai, data, data-analysis, data-science, data-visualization, jupyter, jupyterhub, jupyterlab, jupyterlab-extension, pandas, python, streamlit-component",Other,https://trymito.io,True,True,True,False,False,False,False,public,1698,9,55,2022,January,2026,389.38,Original,Yes,Active,3058,2026-09-15T00:00:00+00:00,Yes,0.0779,110.73
605682921,hamilton,apache/hamilton,apache,Organization,https://github.com/apache/hamilton,"Apache Hamilton helps data scientists and engineers define testable, modular, self-documenting dataflows, that encode lineage/tracing and metadata. Runs and scales everywhere python does.",Jupyter Notebook,2023-02-23 17:16:48+00:00,2026-09-06 07:56:47+00:00,2026-09-08 18:34:06+00:00,186099,2586,2586,214,167,main,"dag, data-analysis, data-engineering, data-science, dataframe, etl, etl-framework, etl-pipeline, feature-engineering, hacktoberfest, lineage, llmops, machine-learning, mlops, orchestration, pandas, python, rag, software-engineering",Apache License 2.0,https://hamilton.apache.org/,True,True,True,True,False,False,False,public,1299,8,6,2023,February,2026,181.74,Original,Yes,Active,3014,2026-09-15T00:00:00+00:00,Yes,0.0828,64.58
268608991,Linear-Algebra-With-Python,weijie-chen/Linear-Algebra-With-Python,weijie-chen,User,https://github.com/weijie-chen/Linear-Algebra-With-Python,"Lecture Notes for Linear Algebra Featuring Python. This series of lecture notes will walk you through all the must-know concepts that set the foundation of data science or advanced quantitative skillsets. Suitable for statistician/econometrician, quantitative analysts, data scientists and etc. to quickly refresh the linear algebra with the assistance of Python computation and visualization.",Jupyter Notebook,2020-06-01 19:07:55+00:00,2026-09-06 17:54:40+00:00,2024-09-05 16:40:42+00:00,20554,2569,2569,617,3,master,"computational-science, data-analysis, data-science, data-visualization, diagonalization, eigenvalues, eigenvectors, gram-schmidt, jupyter, linear-algebra, linear-transformations, mathematics, matrix, matrix-calculations, multivariate-normal-distribution, null-space, python, singular-value-decomposition, symmetric-matrices, vector-space",MIT License,Not Available,False,True,True,True,False,False,False,public,2296,8,739,2020,June,2026,20.07,Original,Yes,Inactive,3803,2026-09-15T00:00:00+00:00,Yes,0.2402,1.17
248739733,gopup,justinzm/gopup,justinzm,User,https://github.com/justinzm/gopup,"数据接口：百度、谷歌、头条、微博指数,宏观数据，利率数据，货币汇率，千里马、独角兽公司，新闻联播文字稿，影视票房数据，高校名单，疫情数据…",Python,2020-03-20 11:33:00+00:00,2026-09-08 01:47:58+00:00,2023-09-15 04:10:37+00:00,706,2546,2546,380,66,master,"covid19-data, data, data-analysis, data-science, datasets, economic-data, gopup, index-data, python",No License,http://www.gopup.cn,True,True,True,False,False,False,False,public,2369,6,1095,2020,March,2026,0.69,Original,Yes,Inactive,3306,2026-09-15T00:00:00+00:00,No,0.1493,25.92
88613768,AAChartKit-Swift,AAChartModel/AAChartKit-Swift,AAChartModel,User,https://github.com/AAChartModel/AAChartKit-Swift,"📈📊📱💻🖥️An elegant modern declarative data visualization chart framework for iOS, iPadOS and macOS. Extremely powerful, supports line, spline, area, areaspline, column, bar, pie, scatter, angular gauges, arearange, areasplinerange, columnrange, bubble, box plot, error bars, funnel, waterfall and polar chart types. 极其精美而又强大的现代化声明式数据可视化图表框架,支持柱状图、条形图、折线图、曲线图、折线填充图、曲线填充图、气泡图、扇形图、环形图、散点图、雷达图、混合图等各种类型的多达几十种的信息图图表,完全满足工作所需.",Swift,2017-04-18 10:43:14+00:00,2026-09-05 22:07:18+00:00,2026-04-22 03:38:34+00:00,4732,2524,2524,263,160,master,"animation, area-chart, bar-chart, bubble-chart, chart, column-chart, data-analysis, data-visualization, draw, graph, graphics, ios, line-chart, model, objective-c, pie, plot, spline-chart, swift, view",MIT License,https://cocoapods.org/pods/AAInfographics,True,True,True,True,False,False,False,public,3436,9,145,2017,April,2026,4.62,Original,Yes,Active,3050,2026-09-15T00:00:00+00:00,Yes,0.1042,63.39
146321178,hyperlearn,unslothai/hyperlearn,unslothai,Organization,https://github.com/unslothai/hyperlearn,"2-2000x faster ML algos, 50% less memory usage, works on all hardware - new and old.",Jupyter Notebook,2018-08-27 16:00:47+00:00,2026-09-06 23:05:58+00:00,2024-11-19 02:09:54+00:00,48965,2511,2511,168,2,master,"data-analysis, data-science, deep-learning, econometrics, gpu, machine-learning, neural-network, optimization, python, pytorch, regression-models, research, scikit-learn, statistics, statsmodels, tensor",Apache License 2.0,https://unsloth.ai,True,True,True,False,False,False,False,public,2940,8,664,2018,August,2026,47.82,Original,Yes,Inactive,2847,2026-09-15T00:00:00+00:00,Yes,0.0669,0.8
564689243,ArcticDB,man-group/ArcticDB,man-group,Organization,https://github.com/man-group/ArcticDB,"ArcticDB is a high performance, serverless DataFrame database built for the Python Data Science ecosystem.",C++,2022-11-11 09:09:46+00:00,2026-09-08 22:11:37+00:00,2026-09-09 06:57:33+00:00,257619,2509,2509,216,335,master,"big-data, data, data-analysis, data-science, database, dataframe, pandas, quantitative-analysis, quantitative-finance, quantitative-trading",Other,http://arcticdb.io,True,True,True,True,False,False,False,public,1403,6,5,2022,November,2026,251.58,Original,Yes,Active,2941,2026-09-15T00:00:00+00:00,Yes,0.0861,133.52
401275197,elementary,elementary-data/elementary,elementary-data,Organization,https://github.com/elementary-data/elementary,The dbt-native data observability solution for data & analytics engineers. Monitor your data pipelines in minutes. Available as self-hosted or cloud service with premium features.,HTML,2021-08-30 08:45:23+00:00,2026-09-08 16:35:11+00:00,2026-09-09 06:26:05+00:00,250053,2406,2406,226,11,master,"analytics-engineer, bigquery, data-analysis, data-governance, data-lineage, data-observability, data-pipeline, data-pipelines, data-reliability, data-warehouse, dataops, dbt, dbt-artifacts, dbt-packages, lineage, redshift, snowflake",Apache License 2.0,https://www.elementary-data.com/,True,True,True,False,False,False,False,public,1841,6,5,2021,August,2026,244.19,Original,Yes,Active,2858,2026-09-15T00:00:00+00:00,Yes,0.0939,4.57
297152797,sqliteviz,lana-k/sqliteviz,lana-k,User,https://github.com/lana-k/sqliteviz,Instant offline SQL-powered data visualisation in your browser,JavaScript,2020-09-20 19:55:31+00:00,2026-08-21 21:38:26+00:00,2026-07-26 18:58:54+00:00,128771,2353,2353,135,20,master,"charting, csv, data-analysis, pivot, pivot-table, plotly, plotting, sql, sqlite, visualization",Apache License 2.0,https://sqliteviz.com,True,True,False,True,False,False,False,public,2185,24,50,2020,September,2026,125.75,Original,Yes,Active,2623,2026-09-15T00:00:00+00:00,Yes,0.0574,8.5
93753128,awesome-business-intelligence,thenaturalist/awesome-business-intelligence,thenaturalist,User,https://github.com/thenaturalist/awesome-business-intelligence,Actively curated list of awesome BI tools. PRs welcome!,Not Specified,2017-06-08 13:34:02+00:00,2026-09-01 18:16:40+00:00,2024-08-21 11:08:26+00:00,181,2317,2317,300,27,master,"awesome-list, business-intelligence, data-analysis, data-science, data-visualization, database, etl, sql",MIT License,Not Available,True,True,True,False,False,False,False,public,3385,13,754,2017,June,2026,0.18,Original,Yes,Inactive,2917,2026-09-15T00:00:00+00:00,Yes,0.1295,11.65
417448864,datart,running-elephant/datart,running-elephant,Organization,https://github.com/running-elephant/datart,Datart is a next generation Data Visualization Open Platform,TypeScript,2021-10-15 09:50:39+00:00,2026-09-09 03:01:46+00:00,2025-02-10 07:50:01+00:00,21493,2305,2305,655,415,master,"analytics, bi, business-analytics, business-intelligence, chart, d3, dashboard, data-analysis, data-analytics, data-engineering, data-visualization, data-viz, datart, davinci, display, echarts, react, report, sql-editor, typescript",Apache License 2.0,https://running-elephant.github.io/datart-docs/,True,True,True,False,False,False,False,public,1795,5,581,2021,October,2026,20.99,Original,Yes,Inactive,3615,2026-09-15T00:00:00+00:00,Yes,0.2842,180.04
84213938,tabix,tabixio/tabix,tabixio,Organization,https://github.com/tabixio/tabix,Tabix.io UI,TypeScript,2017-03-07 15:17:55+00:00,2026-09-01 18:16:47+00:00,2023-01-15 20:02:30+00:00,37230,2299,2299,265,46,master,"bi, business-intelligence, businessintelligence, clickhouse, dashboard, data-analysis, data-visualization, sql-query, tabix",Other,https://tabix.io,True,False,False,False,False,False,False,public,3478,13,1338,2017,March,2026,36.36,Original,Yes,Inactive,2829,2026-09-15T00:00:00+00:00,Yes,0.1153,20.01
183729552,Python,Tanu-N-Prabhu/Python,Tanu-N-Prabhu,User,https://github.com/Tanu-N-Prabhu/Python,This repository helps you learn Python and Machine Learning from scratch.,Jupyter Notebook,2019-04-27 04:49:56+00:00,2026-09-09 05:35:02+00:00,2026-09-09 02:43:52+00:00,90791,2260,2260,933,10,master,"data, data-analysis, data-visualization, dataanalysis, datascraping, google-colab, google-colab-notebook, jupyter-notebook, machine-learning, machine-learning-algorithms, numpy, numpy-arrays, pandas-dataframe, prediction, python, python-3, python3",No License,https://github.com/Tanu-N-Prabhu,True,True,True,True,False,False,False,public,2697,5,5,2019,April,2026,88.66,Original,Yes,Active,4126,2026-09-15T00:00:00+00:00,No,0.4128,4.42
55170630,pandas-videos,justmarkham/pandas-videos,justmarkham,User,https://github.com/justmarkham/pandas-videos,Jupyter notebook and datasets from the pandas video series,Jupyter Notebook,2016-03-31 17:39:41+00:00,2026-09-08 14:43:22+00:00,2024-03-05 19:28:51+00:00,1927,2251,2251,1920,0,master,"data-analysis, data-cleaning, data-science, jupyter-notebook, pandas, python, tutorial",No License,https://courses.dataschool.io/pandas-in-30-days,True,True,True,False,False,False,False,public,3819,6,923,2016,March,2026,1.88,Original,Yes,Inactive,6091,2026-09-15T00:00:00+00:00,No,0.853,0.0
